timestamp,level,server_name,client_ip,http_method,endpoint,http_status,response_time_ms,user_agent,message
2025-01-15 09:24:00,WARNING,web-server-01,192.168.1.75,DELETE,/api/health,404,72,Firefox/121.0,DELETE request to /api/health completed with status 404
2025-01-15 09:24:30,INFO,web-server-01,192.168.1.218,DELETE,/api/products,200,49,Firefox/121.0,DELETE request to /api/products completed with status 200
2025-01-15 09:25:00,INFO,db-server-01,192.168.1.120,DELETE,/api/users,200,118,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,DELETE request to /api/users completed with status 200
2025-01-15 09:25:30,INFO,web-server-01,192.168.1.82,DELETE,/api/products,200,31,Firefox/121.0,DELETE request to /api/products completed with status 200
2025-01-15 09:26:00,INFO,web-server-01,192.168.1.211,DELETE,/api/payment,200,22,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,DELETE request to /api/payment completed with status 200
2025-01-15 09:26:30,INFO,app-server-01,192.168.1.200,PUT,/api/payment,200,24,Firefox/121.0,PUT request to /api/payment completed with status 200
2025-01-15 09:27:00,INFO,app-server-01,192.168.1.175,POST,/api/users,200,38,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,POST request to /api/users completed with status 200
2025-01-15 09:27:30,INFO,app-server-01,192.168.1.161,DELETE,/api/health,200,45,Firefox/121.0,DELETE request to /api/health completed with status 200
2025-01-15 09:28:00,INFO,db-server-01,192.168.1.187,DELETE,/api/orders,200,128,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,DELETE request to /api/orders completed with status 200
2025-01-15 09:28:30,INFO,app-server-01,192.168.1.30,DELETE,/api/search,200,60,Chrome/120.0.0.0 Safari/537.36,DELETE request to /api/search completed with status 200
2025-01-15 09:29:00,WARNING,db-server-01,192.168.1.132,PUT,/api/payment,401,78,Chrome/120.0.0.0 Safari/537.36,PUT request to /api/payment completed with status 401
2025-01-15 09:29:30,INFO,app-server-01,192.168.1.142,POST,/api/products,200,18,PostmanRuntime/7.0.0,POST request to /api/products completed with status 200
2025-01-15 09:30:00,INFO,web-server-01,192.168.1.79,POST,/api/reports,200,41,Firefox/121.0,POST request to /api/reports completed with status 200
2025-01-15 09:30:30,INFO,web-server-01,192.168.1.97,PUT,/api/reports,200,34,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,PUT request to /api/reports completed with status 200
2025-01-15 09:31:00,DEBUG,db-server-01,192.168.1.226,DELETE,/api/health,200,106,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,DELETE request to /api/health completed with status 200
2025-01-15 09:31:30,INFO,db-server-01,192.168.1.151,GET,/api/reports,200,137,PostmanRuntime/7.0.0,GET request to /api/reports completed with status 200
2025-01-15 09:32:00,INFO,app-server-01,192.168.1.125,PUT,/api/orders,200,58,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,PUT request to /api/orders completed with status 200
2025-01-15 09:32:30,WARNING,app-server-01,192.168.1.102,GET,/api/health,401,60,Chrome/120.0.0.0 Safari/537.36,GET request to /api/health completed with status 401
2025-01-15 09:33:00,DEBUG,web-server-01,192.168.1.230,POST,/api/search,200,24,PostmanRuntime/7.0.0,POST request to /api/search completed with status 200
2025-01-15 09:33:30,INFO,db-server-01,192.168.1.225,DELETE,/api/products,200,89,PostmanRuntime/7.0.0,DELETE request to /api/products completed with status 200
2025-01-15 09:34:00,INFO,app-server-01,192.168.1.6,GET,/api/orders,200,28,PostmanRuntime/7.0.0,GET request to /api/orders completed with status 200
2025-01-15 09:34:30,INFO,app-server-01,192.168.1.60,DELETE,/api/users,200,49,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,DELETE request to /api/users completed with status 200
2025-01-15 09:35:00,WARNING,db-server-01,192.168.1.191,DELETE,/api/reports,401,148,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,DELETE request to /api/reports completed with status 401
2025-01-15 09:35:30,DEBUG,app-server-01,192.168.1.147,GET,/api/search,200,21,PostmanRuntime/7.0.0,GET request to /api/search completed with status 200
2025-01-15 09:36:00,INFO,web-server-01,192.168.1.41,GET,/api/login,200,36,Firefox/121.0,GET request to /api/login completed with status 200
2025-01-15 09:36:30,ERROR,web-server-01,192.168.1.114,PUT,/api/health,500,120,PostmanRuntime/7.0.0,PUT request to /api/health completed with status 500
2025-01-15 09:37:00,INFO,db-server-01,192.168.1.123,POST,/api/reports,200,73,Chrome/120.0.0.0 Safari/537.36,POST request to /api/reports completed with status 200
2025-01-15 09:37:30,WARNING,db-server-01,192.168.1.13,GET,/api/login,404,118,Chrome/120.0.0.0 Safari/537.36,GET request to /api/login completed with status 404
2025-01-15 09:38:00,INFO,db-server-01,192.168.1.60,PUT,/api/payment,200,110,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,PUT request to /api/payment completed with status 200
2025-01-15 09:38:30,INFO,db-server-01,192.168.1.83,DELETE,/api/reports,200,125,Firefox/121.0,DELETE request to /api/reports completed with status 200
2025-01-15 09:39:00,INFO,db-server-01,192.168.1.64,POST,/api/health,200,91,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,POST request to /api/health completed with status 200
2025-01-15 09:39:30,INFO,app-server-01,192.168.1.43,POST,/api/products,200,14,Firefox/121.0,POST request to /api/products completed with status 200
